actual,predicted
869.0,-210.88397
115126.0,92288.27
2769.0,2034.4246
850.0,3720.327
10655.0,7772.249
4959.0,941.0301
488.0,2852.194
10980.0,12665.122
1673.0,9724.007
63202.0,46105.695
1097.0,1982.116
961.0,1309.491
2565.0,2320.3503
152206.00000000003,95580.39
75902.0,91747.836
2148.0,-314.69257
459.0,1162.3347
479.0,580.31915
27887.0,20581.354
1860.0,2708.1511
731.0,1092.1277
2214.0,4693.792
474879.99999999994,442972.22
129225.0,60801.977
114978.0,169890.19
121853.0,105470.43
541.0,-221.03632
671.0,-418.50116
41290.0,47436.227
48595.0,78051.73
6081.0,8296.519
166611.00000000003,107446.24
1159.0,2127.4207
1045.0,3687.0964
14272.0,18103.305
160062.0,166725.64
4597.0,4685.702
975.0,7686.5264
97891.0,93822.055
38398.0,40165.156
2259.0,3203.7136
3258.0,5429.2217
3882.0,3455.0964
69394.0,74091.46
1907.0,3942.866
12038.0,9309.462
1150.0,124.24884
1386.0,391.79962
3414.0,4221.1436
39063.0,47725.31
4708.0,3579.6238
2514.0,2091.1355
8956.0,13531.927
1396.0,1361.4285
1350.0,3007.7761
292595.0,412613.22
6213.0,13125.22
9502.0,10001.534
726.0,2817.3816
55236.0,101883.47
1263.0,1763.405
993.0,1967.1667
62885.0,163022.56
2096.0,5332.042
6255.0,16024.183
1659.0,7001.1045
440763.0,353293.4
136008.0,214061.0
222387.0,314934.38
512.0,-42.372253
185.0,484.45587
24329.0,23690.78
270298.0,171164.22
59710.0,80086.695
787.0,1303.0496
3516.0,5055.3506
11183.0,10278.067
331418.0,413181.75
1351.0,839.88165
211852.0,169339.19
708.0,4225.7373
5003.0,6564.1553
1139.0,921.6668
673.0,1458.8816
1648.0,1415.8699
82469.0,108725.47
58581.0,278674.22
151930.00000000003,98634.695
927.0,2132.1277
2341.0,7531.0615
135.0,1165.6082
42464.0,19630.09
1336.0,-430.97382
7943.0,9845.562
46304.0,63963.91
13857.999999999996,21472.434
2445.0,4302.3857
29711.0,30524.266
1946.0,1877.8113
778.0,633.2332
11956.0,2725.577
282554.0,311157.5
52943.0,72669.98
1303.0,1073.03
2735.0,2822.6082
19340.0,17507.25
81809.0,36034.695
1836.0,3505.8503
1435.0,576.534
1517.0,2649.53
2342.0,3231.8816
60834.0,51483.914
13.0,-337.25897
1419.0,1562.9753
2450.0,4602.839
1025.0,2159.3542
1718.0,4486.71
3713.0,3005.0652
892.0,4311.9834
104647.0,113060.38
1824.0,1562.6628
907.0,1158.8425
77952.0,76202.04
1283.0,393.7293
780.0,3807.698
14089.999999999996,6606.3857
2344.0,5937.5693
2774.0,7026.991
114398.0,181681.27
1634.0,3607.198
155977.0,125245.875
742.0,1600.8777
1468.0,704.37775
1703.0,5330.823
2898.0,3669.1628
37804.0,45703.656
41136.0,33404.38
38782.0,36275.75
1978.0,3834.1472
27586.0,33219.074
5561.0,2433.8386
1374.0,1770.655
1669.0,3130.6628
42354.0,69795.72
359.0,861.909
6024.0,7588.1396
169896.0,156650.4
98.0,3165.034
244394.0,243857.83
304916.0,268662.84
4131.0,5869.413
5654.0,1093.3269
155.0,979.4051
3152.0,2751.5925
1076.0,852.88165
19496.0,12984.612
4475.0,5944.491
1077.0,2028.4363
1452.0,-450.54413
32387.0,27491.105
457.0,1780.6785
19792.0,22051.414
101113.0,110878.266
130157.0,118960.53
6002.0,4228.1436
1061.0,59.88556
45007.0,47748.707
9101.0,5565.921
51895.0,51868.66
17619.0,4745.663
10211.0,8208.093
38914.0,82435.664
15715.0,9332.255
101.0,1277.0066
20330.0,24722.514
3206.0,2041.2917
28748.0,28996.1
24105.0,21998.45
3051.0,1913.6472
99787.0,182829.89
489.0,2470.8113
800.0,2985.5574
214236.0,276702.25
104015.0,131766.8
248743.0,237663.67
17569.0,21920.035
1157.0,351.07306
63.0,875.6082
3744.0,3980.7058
1385.0,4342.425
11289.0,7389.788
2113.0,1526.3816
115608.0,93153.0
1378.0,1982.5808
2070.0,2984.4246
7400.0,6609.7725
5165.0,7014.909
4286.0,5470.4834
23231.0,24238.377
88.0,2134.0105
46327.0,44477.574
127368.0,108517.37
1531.0,3543.7136
117800.0,102778.16
691.0,1094.6238
63450.0,133849.69
8370.0,12722.581
121495.0,87888.055
8062.0,7990.5615
633.0,-596.12616
2554.0,2800.3074
664.0,942.1434
23003.0,32109.453
51602.0,33105.055
1692.0,2471.659
7586.0,4145.366
28838.0,11590.878
38850.0,17592.807
117919.0,119379.13
11887.0,14388.333
3882.0,4093.241
1075.0,2484.0457
682.0,2742.8035
2864.0,5457.6787
6762.0,3394.6902
5259.0,4893.9287
1498.0,1804.5535
104336.0,166410.36
719.0,1318.7605
19184.0,19127.896
85604.0,121036.0
3340.0,4141.0107
33202.0,48021.508
14095.999999999996,27729.717
86809.0,113309.21
1328.0,2000.2996
908.0,2433.7136
4972.0,1922.7332
1095.0,1613.1785
577.0,2786.827
1237.0,3861.991
870.0,3100.6433
1046.0,2582.866
1519.0,2138.2917
320.0,560.76447
1192.0,6818.167
44426.0,55164.207
2203.0,2557.0378
2531.0,-46.141785
7736.0,5082.632
71426.0,85980.14
1406.0,211.54181
953.0,2729.2722
652.0,269.92462
204.0,-983.37225
1847.0,4339.241
42294.0,24424.879
2637.0,-95.591
74429.0,87560.5
60209.0,48402.77
2049.0,3473.8464
39167.0,17323.658
990.0,5245.917
32652.0,19018.85
37650.0,69159.63
600.0,944.2879
32596.0,26563.988
1071.0,2115.4167
7544.0,7223.7256
532.0,-123.661316
159.0,1501.3425
1419.0,4059.1082
2302.0,1677.53
0.0,-5459.1963
572886.0,290843.3
363.0,552.1473
518.0,2676.3894
5618.0,5095.753
1790.0,1867.8816
0.0,-2517.638
1089.0,2418.9792
4029.0,4325.2217
1337.0,2461.5925
2929.0,2215.6003
259.0,-1408.8372
1470.0,1128.5535
122044.0,77580.72
108889.0,118412.695
3380.0,4839.5967
18.0,928.7254
26766.0,18031.746
1818.0,2929.9246
27029.0,19557.146
1550.0,2410.5496
37235.0,39281.344
8070.0,8351.562
1256.0,1498.7761
864.0,2565.5652
754.0,1454.0691
82021.0,118358.22
667.0,1011.93243
1138.0,1246.7605
1271.0,4729.874
34057.0,46214.996
934.0,543.4793
1628.0,2602.2644
871.0,1119.4636
46.0,1407.5144
4742.0,3444.1394
410.0,1094.9675
275.0,3916.5105
3480.0,1897.9128
613.0,4555.71
190125.0,174077.83
2809.0,10588.501
17305.0,22862.885
496.0,1503.405
14555.0,31555.932
1458.0,1734.7214
255702.0,215978.2
2301.0,3176.53
7877.0,8656.253
1934.0,2388.7566
138963.0,109553.89
1315.0,1620.03
58673.0,62995.07
158262.0,214699.8
13214.0,17951.986
842.0,2127.6824
104709.0,120940.21
171490.0,204923.3
18431.0,7686.8506
14115.0,6982.081
4404.0,7833.202
1429.0,3528.487
965.0,2367.2917
4130.0,7181.5146
151161.0,147358.3
103456.0,83964.03
0.0,-2615.4739
65449.0,50601.305
164899.0,162420.1
1024.0,616.87384
6369.0,9338.179
2298.0,7164.6787
3542.0,2927.0261
3622.0,4203.7686
2388.0,1044.823
39491.0,73099.836
46753.0,64619.63
991.0,1374.8894
9134.0,18070.605
1534.0,2829.1394
10907.999999999996,18121.547
20378.0,23234.287
106466.0,139886.88
5169.0,4222.675
753.0,1185.5222
50384.0,42056.414
1651.0,1200.1394
14127.0,21001.22
71447.0,98044.5
9107.0,11114.981
54549.0,69863.945
2165.0,2815.6902
6675.0,3592.6746
3872.0,5498.5537
1544.0,-94.954285
1450.0,697.1004
1293.0,4291.171
285397.0,460961.1
129296.0,115693.01
1587.0,1917.073
25505.0,33072.066
412.0,682.4598
87880.0,35490.59
15457.0,8031.7373
17703.0,14532.55
473.0,-247.64569
1503.0,2456.2644
2382.0,4018.8542
2998.0,7343.413
12063.0,8475.503
814746.0,668142.2
93465.0,87311.13
1191.0,3025.2527
1551.0,6784.4365
6226.0,9200.269
10285.0,9028.085
61299.0,65443.793
5078.0,4341.6123
546.0,-1020.19257
4398.0,2638.948
24723.0,26387.143
48065.0,29784.617
24380.0,7788.9443
84714.0,105019.07
544036.0,726741.7
1321.0,2895.3347
1809.0,2814.237
6755.0,7755.542
979.0,324.14728
8866.0,8221.858
2230.0,247.36212
1056.0,3128.741
17580.0,71512.945
12771.0,18511.27
10757.0,3675.5066
2099.0,6358.968
982.0,1030.8816
65748.0,88517.09
4583.0,6051.6006
50.0,3533.6316
11723.0,8100.1553
2492.0,3143.4714
1464.0,4074.159
5924.0,6178.327
8849.0,5966.6904
14561.000000000004,13213.897
982.0,378.64728
6675.0,6808.9834
34718.0,39810.547
138797.0,187003.19
5889.0,8450.776
832.0,4609.624
22232.0,11102.517
109226.0,116567.914
10136.0,20133.715
19144.0,16036.253
843.0,1127.2644
181657.0,210530.39
2447.0,2358.8035
1057.0,765.7371
791.0,-527.25507
7236.0,9559.69
240550.0,272248.16
11189.000000000004,24299.7
3435.0,3804.2996
634.0,1467.1277
737.0,637.86993
2579.0,4512.7764
1708.0,3534.5417
808.0,-134.32928
640.0,-417.5324
8606.0,12510.47
1658.0,3122.9324
1480.0,3905.0105
672.0,2122.7996
4059.0,2204.491
563.0,4637.8
1898.0,7070.3975
14.0,-244.66522
344205.0,439510.12
3117.0,3409.612
3190.0,2305.491
1753.0,3015.1824
15676.0,5099.0225
3954.0,5012.1045
182660.0,167173.6
3675.0,4162.042
343755.0,453512.62
468.0,429.3504
110584.0,156713.45
1590.0,2348.8972
17667.0,11006.95
8497.0,5922.003
2481.0,4678.6045
124529.0,120848.61
136716.0,116310.36
794.0,74.38556
2237.0,1782.4246
2633.0,6524.3115
184151.0,126940.195
110635.0,130677.88
1765.0,1520.8035
119055.0,90451.12
5790.0,352.31134
11.0,-3937.7004
89620.0,133654.84
1700.0,3009.2332
9450.0,1685.991
48506.0,51482.6
29210.0,13702.835
79579.0,90563.74
12004.0,14793.866
2938.0,4943.6357
187321.0,186555.34
133850.0,151647.81
2333.0,3543.2761
95236.0,185378.31
375155.0,352095.88
608.0,448.67853
641.0,866.7137
481011.00000000006,488340.12
1749.0,287.69415
639.0,3414.573
480.0,1089.5222
3207.0,2288.6785
90954.0,79684.945
1900.0,449.44415
1976.0,581.94806
288088.0,217273.84
233544.0,219008.31
284741.0,338290.66
3119.0,7557.1826
22942.0,25427.148
26039.0,33042.39
6156.0,9230.839
598.0,-38.290222
1206.0,1263.8777
196957.0,210845.67
4924.0,8306.101
908.0,329.06525
3832.0,6242.468
716.0,1507.9753
1227.0,4261.4326
30606.0,28973.54
2171.0,3930.8152
2194.0,617.13556
52747.0,57494.656
468.0,1537.3464
108.0,2906.655
0.0,-3138.0286
2533.0,5466.788
9416.0,6906.034
27016.0,21444.291
149864.0,110482.516
3315.0,7789.085
12391.0,15281.513
728.0,1632.1355
968.0,-456.38007
1153.0,592.7215
16444.0,22942.193
73886.0,57811.89
15739.0,19033.953
1640.0,6630.573
6702.0,7341.6436
5548.0,8382.562
119095.0,111088.75
